state,raw_name,norm_name
OR,EPSILON DATA MANAGEMENT LLC,epsilon data management
OR,ENFORMION LLC,enformion
OR,People Data Labs Inc,people data labs
OR,BEEN VERIFIED LLC,been verified
OR,TRUTHFINDER LLC,truthfinder
OR,INSTANT CHECKMATE LLC,instant checkmate
OR,LIVERAMP HOLDINGS INC,liveramp holdings
OR,M & R STRATEGIC SERVICES INC,m r strategic services
OR,SOCIAL CATFISH LLC,social catfish
OR,RELX INC,relx
OR,ALLIANT COOPERATIVE DATA SOLUTIONS LLC,alliant cooperative data solutions
OR,ZOOMINFO TECHNOLOGIES LLC,zoominfo technologies
OR,SIMIO CLOUD LLC,simio cloud
OR,ANCHOR COMPUTER INC,anchor computer
OR,S&P GLOBAL INC,s p global
OR,FRAISER LLC,fraiser
OR,VEEVA SYSTEMS INC,veeva systems
OR,DATAMENTORS LLC,datamentors
OR,Deloitte Financial Advisory Services LLP,deloitte financial advisory services
OR,CTAM LEADSHARE CORP,ctam leadshare
OR,DATA PARTNERS INC,data partners
OR,ANALYTICSIQ INC,analyticsiq
OR,CLICKAGY LLC,clickagy
OR,DATANYZE LLC,datanyze
OR,DATALINE INC,dataline
OR,SHEERID INC,sheerid
OR,VERASET LLC,veraset
OR,STATARA SOLUTIONS LLC,statara solutions
OR,ARISTOTLE INTERNATIONAL INC,aristotle international
OR,HEARTBEAT.AI INC,heartbeat ai
OR,DECIDE TECHNOLOGIES INC,decide technologies
OR,LEAD411 CORPORATION,lead411
OR,FIDEO INTELLIGENCE INC,fideo intelligence
OR,MELISSA DATA CORPORATOIN,melissa data corporatoin
OR,VERSIUM ANALYTICS INC,versium analytics
OR,NFOCUS CONSULTING INC,nfocus consulting
OR,AUSTIN CONSOLIDATED HOLDINGS INC,austin consolidated holdings
OR,IXI CORPORATION,ixi
OR,KNOWLEDGE WORKS INC,knowledge works
OR,EQUIFAX INFORMATION SERVICES LLC,equifax information services
OR,ANTERIAD LLC,anteriad
OR,SPECIALISTS MARKETING SERVICES INC,specialists marketing services
OR,CATALIST LLC,catalist
OR,CUEBIQ GROUP LLC,cuebiq group
OR,BLACK PEARL GROUP LLC,black pearl group
OR,SEAMLESS CONTACTS INC,seamless contacts
OR,US DATA CORPORATION,us data
OR,WHITEPAGES INC,whitepages
OR,CARRY TECHNOLOGIES INC,carry technologies
OR,AZIRA LLC,azira
OR,SPEEDEON DATA LLC,speedeon data
OR,GIANT PARTNERS INC,giant partners
OR,WINDFALL DATA INC,windfall data
OR,DTN LLC,dtn
OR,SEMASIO INC,semasio
OR,TASK GENIE INC,task genie
OR,LEADSPACE INC,leadspace
OR,PUBLICNSA LLC DBA BIGDBM,publicnsa dba bigdbm
OR,LABELS & LISTS INC,labels lists
OR,EREPUBLIC LLC,erepublic
OR,HIRETEAMMATE INC,hireteammate
OR,GUIDESTAR DIRECT CORP,guidestar direct
OR,MEDIAWALLAH INC,mediawallah
OR,A DIRECT MARKETING INC,a direct marketing
OR,ORGIO INC,orgio
OR,TABOOLA INC,taboola
OR,ATDATA LLC,atdata
OR,REVEAL MOBILE INC,reveal mobile
OR,LEADIQ INC,leadiq
OR,SWORDFISH AI INC,swordfish ai
OR,PRECISELY SOFTWARE INCORPORATED,precisely software
OR,PUBMATIC INC,pubmatic
OR,PIPL INC,pipl
OR,TECHTARGET INC,techtarget
OR,POSTIE INC,postie
OR,DIGITAL MEDIA SOLUTIONS,digital media solutions
OR,AUDIENCE ACUITY INC,audience acuity
OR,MOBILEWALLA INC,mobilewalla
OR,STEPPINGBLOCKS INC,steppingblocks
OR,T-MOBILE USA INC,t mobile usa
OR,OUTLOGIC LLC,outlogic
OR,MATCHBOOK DATA LLC,matchbook data
OR,LEADPOST LLC,leadpost
OR,PACIFIC EAST RESEARCH INC,pacific east research
OR,FOCUS USA,focus usa
OR,CIVIS ANALYTICS INC,civis analytics
OR,WILAND INC,wiland
OR,CISION US INC,cision us
OR,LOOKIFY LLC,lookify
OR,KLOUDEND INC,kloudend
OR,CLAY LABS LLC,clay labs
OR,NEXXA GROUP INC,nexxa group
OR,6SENSE INSIGHTS INC,6sense insights
OR,ZIPSTORM INC,zipstorm
OR,CUSTOMER ASSET CONSULTING GROUP INC,customer asset consulting group
OR,PRIVATE RECORDS LLC,private records
OR,DEMANDBASE INC,demandbase
OR,INFOMATICS LLC,infomatics
OR,WE INFORM LLC,we inform
OR,THE PEOPLE SEARCHERS LLC,the people searchers
OR,TRUTH NOW LLC,truth now
OR,MAGNITE INC,magnite
OR,TRESTLE SOLUTIONS INC,trestle solutions
OR,VENPATH INC,venpath
OR,FINTHRIVE HEALTHCARE INC,finthrive healthcare
OR,TSG HOLDCO LLC,tsg holdco
OR,AFFINITY ANSWERS CORPORATION,affinity answers
OR,MILESTONE MARKETING SOLUTIONS,milestone marketing solutions
OR,COLLECTIVE DATA SOLUTIONS LLC,collective data solutions
OR,CLEARCOMPANY LLC,clearcompany
OR,GRASSROOTS ANALYTICS INC,grassroots analytics
OR,ECONOMIC MODELING LLC,economic modeling
OR,NARVAR INC,narvar
OR,BH MARKETING GROUP LLC,bh marketing group
OR,DATONICS LLC,datonics
OR,REMODELING.COM LLC,remodeling com
OR,33 MILE RADIUS LLC,33 mile radius
OR,KEYWORD CONNECTS LLC,keyword connects
OR,JMR MEDIA CONSULTING INC,jmr media consulting
OR,FOO MONK LLC,foo monk
OR,REDI-DATA INC,redi data
OR,ADVERTISE4SALES INC,advertise4sales
OR,REALEFLOW LLC,realeflow
OR,ALL GOOD MEDIA,all good media
OR,FOURLEAF LLC,fourleaf
OR,UNEARTH CAMPAIGNS LLC,unearth campaigns
OR,WEALTHFEED,wealthfeed
OR,COGNISM INC,cognism
OR,J2 MARTECH CORP,j2 martech
OR,J2 GLOBAL CANADA INC,j2 global canada
OR,LEAD ME MEDIA LLC,lead me media
OR,EXPLORIUM INC,explorium
OR,ZS ASSOCIATES INC,zs associates
OR,WEST PUBLISING CORPORATION,west publising
OR,ACTIVIMPACT LLC,activimpact
OR,33ACROSS INC,33across
OR,EAB GLOBAL INC,eab global
OR,STIRISTA,stirista
OR,RICH MEDIA LLC,rich media
OR,PEEKYOU LLC,peekyou
OR,UPLEAD LLC,uplead
OR,RELPRO INC,relpro
OR,CARDLYTICS INC,cardlytics
OR,TRUE BLUE ANALYTICS LLC,true blue analytics
OR,FIRST MOVERS ADVANTAGE LLC,first movers advantage
OR,AMERICAN SPIRIT DATA SOULTIONS LLC,american spirit data soultions
OR,MONEVO INC,monevo
OR,DATASYS GROUP INC,datasys group
OR,INTENT IQ LLC,intent iq
OR,5X5 US LLC,5x5 us
OR,ALTAIR DATA RESOURCES INC,altair data resources
OR,ZENLEADS INC,zenleads
OR,GREAT LAKES LIST INC,great lakes list
OR,AIDENTIFIED INC,aidentified
OR,CONVEX LABS LLC,convex labs
OR,KOMODO HEALTH INC,komodo health
OR,VIDEOAMP INC,videoamp
OR,APOLLO INTERACTIVE LLC,apollo interactive
OR,CATALINA MARKETING CORPORATION,catalina marketing
OR,REDMOB LLC,redmob
OR,MESSAGE DIGITAL LLC,message digital
OR,SHARE LOCAL MEDIA INC,share local media
OR,DATA DECISIONS GROUP LLC,data decisions group
OR,INFOPAY INC,infopay
OR,FIRST DIRECT INC,first direct
OR,QUAD/GRAPHICS INC,quad graphics
OR,El TORO.COM LLC,el toro com
OR,CRIMSON HEXAGON INC,crimson hexagon
OR,PREQIN INC,preqin
OR,STERLING DATA COMPANY LLC,sterling data company
OR,EXELATE INC,exelate
OR,LIONSHARE MARKETING INC,lionshare marketing
OR,DISCO TECHNOLOGY INC,disco technology
OR,COMPLETE MAILING LISTS LLC,complete mailing lists
OR,FORAGER.AI LLC,forager ai
OR,CDK GLOBAL LLC,cdk global
OR,REKLAIM LTD,reklaim
OR,FREE DATA SERVICES LLC,free data services
OR,FAMILY TREE NOW LLC,family tree now
OR,COMPLETE MEDICAL LISTS INC,complete medical lists
OR,DECISIONLINKS LLC,decisionlinks
OR,CONSUMER CANVAS LLC,consumer canvas
OR,POSSIBLENOW INC,possiblenow
OR,ALTRATA INC,altrata
OR,JDM LIST SERVICES LLC,jdm list services
OR,EMERGES.COM INCORPORATED,emerges com
OR,POSTPILOT INC,postpilot
OR,INSTITUTIONAL SHAREHOLDER SERVICES,institutional shareholder services
OR,DATE DETECTIVE INC,date detective
OR,MEDIA RESOURCE GROUP LLC,media resource group
OR,COMMAND PRECISION INC,command precision
OR,FARADAY INC,faraday
OR,ACRONYMIX LLC,acronymix
OR,PLACEIQ INC,placeiq
OR,RAMPEDUP,rampedup
OR,LOOPME LTD,loopme
OR,VISUAL VISITOR LLC,visual visitor
OR,BDEX LLC,bdex
OR,ADEPT ID INC,adept id
OR,LISTKIT LLC,listkit
OR,THE SEGERDAHL LLC,the segerdahl
OR,MEDPRO SYSTEMS,medpro systems
OR,GENERAL MOTORS LLC,general motors
OR,PROJECT AFFINITY INC,project affinity
OR,TUNNL LLC,tunnl
OR,BUXTON COMPANY LLC,buxton company
OR,01ADVERTISING INC,01advertising
OR,AWL HOLDINGS LLC,awl holdings
OR,BUXTON COMPANY LLC,buxton company
OR,FUSABLE,fusable
OR,GRAZE SOCIAL PBC,graze social pbc
OR,SUMMIT RESOURCES LLC,summit resources
OR,ROCKETREACH LLC,rocketreach
OR,ECONTEXT.AI LIMITED,econtext ai
OR,SHARETHROUGH USA INC,sharethrough usa
OR,BARON APP INC,baron app
OR,BROOKS INTEGRATED MARKETING LLC,brooks integrated marketing
OR,DATAFY LLC,datafy
OR,HELIX CAMPAIGNS LLC,helix campaigns
OR,SWARM HOLDINGS INC,swarm holdings
OR,ACCURATE APPEND INC,accurate append
OR,VISTAR MEDIA INC,vistar media
OR,OPTABLE TECHNOLOGIES US INC,optable technologies us
OR,UPCELL LLC,upcell
OR,AUTOWEB INC,autoweb
OR,BUYERLINK INC,buyerlink
OR,AUDIENCE MIX LLC,audience mix
OR,EFFYIS INC,effyis
OR,IRYS INC,irys
OR,BACHMANITY INC,bachmanity
OR,INFINITE MEDIA CONCEPTS INCORPORATES,infinite media concepts incorporates
OR,BLUE HILL MARKETING SOLUTIONS,blue hill marketing solutions
OR,COLLECTORS DATASTORE LLC,collectors datastore
OR,LIVE DATA TECHNOLOGIES INC,live data technologies
OR,WIZA INC,wiza
OR,PLUG INDUSTRIES,plug industries
OR,ROR PARTNERS LLC,ror partners
OR,INNOVATION BRANDS CORP,innovation brands
OR,CYBBA INC,cybba
OR,NATIONAL OPINION INSTITUTE,national opinion institute
OR,RUSHMORE LABS LLC,rushmore labs
OR,MOBILE TECHNOLOGY CORPORATION,mobile technology
OR,GLOBAL SOURCE DATA SOLUTIONS INC,global source data solutions
OR,IQVIA DIGITAL INC.,iqvia digital
OR,COMMERCE SIGNALS INC,commerce signals
OR,SPY LABS ADCO LLC,spy labs adco
OR,GIGABITE INC,gigabite
OR,TAGIS INC,tagis
OR,OWNCO LLC,ownco
OR,VENNTEL INC,venntel
OR,CONNATIX NATIVE EXCHANGE INC,connatix native exchange
OR,IDMAP INC,idmap
OR,BABEL STREET INC,babel street
OR,ACREMAPS LLC,acremaps
OR,RESPONSE AMERICA DATA INC,response america data
OR,AGILE EDUCATION MARKETING,agile education marketing
OR,NEPTUNE OPS LLC,neptune ops
OR,NACHAL INC,nachal
OR,VIRTUAL MARKETING LLC,virtual marketing
OR,UNACAST INC,unacast
OR,MV DIGITAL GROUP LLC,mv digital group
OR,EXA LABS INC,exa labs
OR,CLARIVATE ANALYTICS (US),clarivate analytics us
OR,CLARITAS LLC,claritas
OR,OPENSEND INC,opensend
OR,OUTWARD MEDIA INC,outward media
OR,NUMLOOKUP LLC,numlookup
OR,ABOVE DATA INC,above data
OR,OWMN LLC,owmn
OR,MOBILEFUSE LLC,mobilefuse
OR,GATHER ANALYTICS LLC,gather analytics
OR,ISPOT.TV,ispot tv
OR,WALLA MEDIA LLC,walla media
OR,CIVIC ELEMENT LLC,civic element
TX,DisplayLogix LLC,displaylogix
TX,Beacon Territory Group LLC,beacon territory group
TX,"Urban Science Applications, Inc.",urban science applications
TX,Nyne.ai Corp,nyne ai
TX,"Vendelux, Inc.",vendelux
TX,Teads Holding Co.,teads holding
TX,Teads Inc.,teads
TX,Veraset LLC,veraset
TX,"Netunim, LLC dba DataShark",netunim dba datashark
TX,"AlikeAudience, INC.",alikeaudience
TX,Scout Data Inc.,scout data
TX,Zeta Global Corp.,zeta global
TX,Dealfront Finland Oy,dealfront finland oy
TX,Dealfront Group GmbH,dealfront group
TX,"HGOnline, LLC",hgonline
TX,"Marriott International, Inc.",marriott international
TX,"Gather Analytics, LLC",gather analytics
TX,"Warmly, Inc.",warmly
TX,MobileFuse LLC,mobilefuse
TX,"Vintory, LLC",vintory
TX,"Dataman Group, Inc",dataman group
TX,Aluum LLC d/b/a Gateway Data,aluum d b a gateway data
TX,"365DataSolutions, LLC",365datasolutions
TX,"USADATA, Inc.",usadata
TX,Factori Technologies Pte Ltd.,factori technologies pte
TX,NFocus Consulting Inc,nfocus consulting
TX,Propbot LLC,propbot
TX,"JG Media, Inc.",jg media
TX,"Neustar IP Intelligence, Inc.",neustar ip intelligence
TX,"Worldwide Information, LLC",worldwide information
TX,"LightBox Parent, L.P.",lightbox parent l p
TX,"Trelize, LLC",trelize
TX,Opensend Inc,opensend
TX,Wednesday LLC,wednesday
TX,"Pen-Link, Ltd.",pen link
TX,Exact Opco LLC,exact opco
TX,JJGarrett Holdings LLC dba Community Impact Printing,jjgarrett holdings dba community impact printing
TX,American Treasury Tax Solutions Inc,american treasury tax solutions
TX,"Walla Media, LLC",walla media
TX,"Datalink Services, Inc.",datalink services
TX,"TRUSTID, Inc.",trustid
TX,"Drivers History Information Sales, LLC",drivers history information sales
TX,iovation Inc.,iovation
TX,"TransUnion Interactive, Inc.",transunion interactive
TX,"Commerce Signals, Inc.",commerce signals
TX,"MarketShare Partners, LLC",marketshare partners
TX,"Crimson Hexagon, Inc",crimson hexagon
TX,Cision US Inc,cision us
TX,LexisNexis Risk Solutions FL Inc.,lexisnexis risk solutions fl
TX,VISTAVIEW REALTY SERVICES LLC,vistaview realty services
TX,"RecruitBot, Inc.",recruitbot
TX,"Becausal, Inc",becausal
TX,Adstra LLC,adstra
TX,"Wiland, INc.",wiland
TX,Neptune Ops LLC,neptune ops
TX,"Neustar Information Services, Inc.",neustar information services
TX,TransUnion Digital LLC,transunion digital
TX,"JMR Media Consulting, Inc.",jmr media consulting
TX,"Revelio Labs, Inc.",revelio labs
TX,"MV Digital Group, LLC  (DBA CinqDI)",mv digital group dba cinqdi
TX,"Accurate Append, Inc.",accurate append
TX,J.D. Power,j d power
TX,"Place Exchange, Inc.",place exchange
TX,"AWL Holdings, LLC",awl holdings
TX,NACHAL INC.,nachal
TX,Convex Labs LLC,convex labs
TX,"INTERACTIVE DATA, LLC",interactive data
TX,"Pipl, Inc.",pipl
TX,"Vi Technologies, Inc.",vi technologies
TX,Connatix Native Exchange Inc.,connatix native exchange
TX,"Venntel, Inc.",venntel
TX,"Unacast, Inc.",unacast
TX,Institute for Police Conduct,institute for police conduct
TX,"Spy Labs AdCo, LLC",spy labs adco
TX,SemantIQ Inc,semantiq
TX,"Inmar Brand Solutions, Inc.",inmar brand solutions
TX,Index Exchange Inc.,index exchange
TX,"EverView Holdco, Inc",everview holdco
TX,"Postie, Inc",postie
TX,"National Opinion Institute, LLC",national opinion institute
TX,"Babel Street, Inc.",babel street
TX,Plug Chargers LLC,plug chargers
TX,Rickenbacher Data LLC,rickenbacher data
TX,"Vistar Media, Inc.",vistar media
TX,Intent IQ LLC,intent iq
TX,"Circana, LLC",circana
TX,"DB SUB, LLC",db sub
TX,IDMAP INC,idmap
TX,Visual Visitor LLC,visual visitor
TX,Global Source Data Solutions Inc,global source data solutions
TX,"IQVIA Digital, Inc.",iqvia digital
TX,Gigabite Inc,gigabite
TX,Outkeep LLC,outkeep
TX,"Aristotle International, Inc.",aristotle international
TX,AggKnowledge Inc.,aggknowledge
TX,"Response America Data, Inc.",response america data
TX,"Key Marketing Advantage, LLC",key marketing advantage
TX,Lara Agency Inc,lara agency
TX,"Digital Viking Media, Inc",digital viking media
TX,Titan Locators,titan locators
TX,TargetSmart Communications LLC,targetsmart communications
TX,CTAM LeadShare Corp,ctam leadshare
TX,Statara Solutions LLC,statara solutions
TX,Analyze Corporation,analyze
TX,Nuwber Inc.,nuwber
TX,"OWMN, LTD.",owmn
TX,"M1 Data & Analytics, LLC",m1 data analytics
TX,"Rushmore Labs, LLC",rushmore labs
TX,Virtual Marketing LLC,virtual marketing
TX,True Blue Analytics LLC,true blue analytics
TX,Irys Inc,irys
TX,Wiza Inc.,wiza
TX,"Outward Media, Inc.",outward media
TX,Collectors Datastore LLC,collectors datastore
TX,Mobile Technology Corporation,mobile technology
TX,"Anteriad, LLC",anteriad
TX,Xcelerated Data LLC,xcelerated data
TX,Optable Technologies US Inc.,optable technologies us
TX,DecisionLinks LLC,decisionlinks
TX,"Collective Data Solutions, LLC",collective data solutions
TX,"ROR Partners, LLC",ror partners
TX,"Allant Group, LLC",allant group
TX,"WealthFeed, Inc.",wealthfeed
TX,"Stirista, LLC",stirista
TX,"Dallas Computer Services, Inc",dallas computer services
TX,NumLookup LLC,numlookup
TX,Innovation Brands Corp,innovation brands
TX,"TRESTLE SOLUTIONS, INC.",trestle solutions
TX,"AtData, LLC",atdata
TX,PublicNSA LLC,publicnsa
TX,"Civis Analytics, Inc.",civis analytics
TX,"HealthLink Dimensions, LLC",healthlink dimensions
TX,Veeva Systems Inc.,veeva systems
TX,"Reveal Mobile, Inc.",reveal mobile
TX,Black Pearl Group Limited,black pearl group
TX,"Freewheel Media, Inc.",freewheel media
TX,"Crunchbase, Inc.",crunchbase
TX,"Demandbase, Inc.",demandbase
TX,Civic Element LLC,civic element
TX,"RampedUp, LLC.",rampedup
TX,VentiveIQ LLC,ventiveiq
TX,VANGUARD AI LLC,vanguard ai
TX,"AutoWeb, Inc.",autoweb
TX,"Lookify, LLC",lookify
TX,"J2 Global Canada, Inc.",j2 global canada
TX,J2 Martech Corp,j2 martech
TX,"Summit Resources, LLC d/b/a Client Command",summit resources d b a client command
TX,"MadHive, Inc",madhive
TX,Cybba Inc,cybba
TX,Realeflow LLC,realeflow
TX,Live Data Technologies Inc.,live data technologies
TX,"Innovative Database Solutions, Inc.",innovative database solutions
TX,The Data Group,the data group
TX,"Matchbook Data, LLC",matchbook data
TX,"Outlogic, LLC",outlogic
TX,GrayHair Software LLC,grayhair software
TX,"33Across, Inc.",33across
TX,Buyerlink Inc.,buyerlink
TX,Explorium Inc.,explorium
TX,"Guidestar Direct, Corp",guidestar direct
TX,Klarifi ApS,klarifi aps
TX,GETEMAILS LLC,getemails
TX,"PostPilot, Inc.",postpilot
TX,Infillion Inc.,infillion
TX,Audience Mix LLC,audience mix
TX,"RESONATE NETWORKS, INC.",resonate networks
TX,"RelPro, Inc.",relpro
TX,Datonics LLC,datonics
TX,"Direct Marketing Solutions, Inc.",direct marketing solutions
TX,Audience Acuity LLC,audience acuity
TX,Lead411 Corporation,lead411
TX,Disco Technology Inc,disco technology
TX,"Buxton Company, LLC",buxton company
TX,Coffee.ai Inc.,coffee ai
TX,"Swarm Holdings, Inc.",swarm holdings
TX,"Brooks Integrated Marketing, LLC",brooks integrated marketing
TX,Bachmanity Inc.,bachmanity
TX,"Command Precision, Inc.",command precision
TX,"InfoPay, Inc",infopay
TX,"VisitorID, LLC",visitorid
TX,"upcell, LLC.",upcell
TX,MarketOps LLC,marketops
TX,Speedeon Data LLC,speedeon data
TX,"Yobi Ventures, Inc.",yobi ventures
TX,"Carry Technologies, Inc",carry technologies
TX,"Giant Partners, Inc.",giant partners
TX,Monevo Inc,monevo
TX,LiveIntent,liveintent
TX,"BDO GCI, LLC",bdo gci
TX,"Clay Labs, LLC",clay labs
TX,Catalina Marketing Corporation,catalina marketing
TX,West Publishing Corporation,west publishing
TX,Cognism Inc.,cognism
TX,"TrueData Solutions, Inc.",truedata solutions
TX,360 Media Direct,360 media direct
TX,eContext.ai Limited,econtext ai
TX,"ZipStorm, Inc.",zipstorm
TX,"Converge Marketing, LLC",converge marketing
TX,DealerDirect LLC,dealerdirect
TX,Knower Tech USA LLC,knower tech usa
TX,"Equation Consulting, LLC",equation consulting
TX,"Steppingblocks, Inc.",steppingblocks
TX,StackAdapt Inc.,stackadapt
TX,"Digital Media Solutions, LLC",digital media solutions
TX,"Elevar, LLC",elevar
TX,Media Resource Group LLC,media resource group
TX,"Adept ID, Inc.",adept id
TX,Leadpsace Inc,leadpsace
TX,Salutary Data LLC.,salutary data
TX,"BH MARKETING GROUP, LLC",bh marketing group
TX,Data Partners Inc.,data partners
TX,"BRIGHT POLICY, LLC",bright policy
TX,DealerX Partners LLC,dealerx partners
TX,"Digital Segment, LLC",digital segment
TX,"Faraday, Inc.",faraday
TX,"iSpot.TV, Inc.",ispot tv
TX,"Orgio, Inc.",orgio
TX,Claritas LLC,claritas
TX,"Cadent, LLC",cadent
TX,"Service Platform, Inc.",service platform
TX,"Juicebox App, Inc.",juicebox app
TX,"TripleLift, Inc.",triplelift
TX,MediaWallah Inc,mediawallah
TX,Graze Social PBC,graze social pbc
TX,Helix Campaigns LLC,helix campaigns
TX,R.L. Polk & Co.,r l polk
TX,"Growing Libraries, LLC",growing libraries
TX,Azira LLC,azira
TX,"Nexxen, Inc.",nexxen
TX,Trans Union LLC,trans union
TX,"TransUnion Risk and Alternative Data Solutions, Inc.",transunion risk and alternative data solutions
TX,"Altair Data Resources, Inc.",altair data resources
TX,ListKit LLC,listkit
TX,"Altrata, Inc.",altrata
TX,"PrivCo Media, LLC",privco media
TX,Acronymix LLC,acronymix
TX,Precisely Software Incorporated,precisely software
TX,"Electronic Voice Services, Inc.",electronic voice services
TX,"People Data Labs, Inc.",people data labs
TX,"PossibleNOW, Inc.",possiblenow
TX,BDEX LLC,bdex
TX,Unearth Campaigns LLC,unearth campaigns
TX,"Ownco, LLC",ownco
TX,"Free Data Services, LLC",free data services
TX,"Commercial Real Estate Exchange, Inc.",commercial real estate exchange
TX,DataDelivers LLC,datadelivers
TX,Redmob Limited Liability Company,redmob liability company
TX,Snovio Inc,snovio
TX,"Consumer Canvas, LLC",consumer canvas
TX,"Family Tree Now, LLC",family tree now
TX,"Leidos Digital Solutions, Inc.",leidos digital solutions
TX,"Tagis, Inc.",tagis
TX,Mississippi Tornado Alley LLC,mississippi tornado alley
TX,"The Nielsen Company, LLC",the nielsen company
TX,"eXelate, Inc.",exelate
TX,"Plunge, LLC",plunge
TX,Similarweb Ltd.,similarweb
TX,"VideoAmp, Inc.",videoamp
TX,"Semcasting, Inc.",semcasting
TX,"Quad/Graphics, Inc",quad graphics
TX,"Data Decisions Group, LLC",data decisions group
TX,"TSG Holdco, LLC",tsg holdco
TX,Reklaim Ltd.,reklaim
TX,01Advertising Inc.,01advertising
TX,Sterling Data Company LLC,sterling data company
TX,"Forager.ai, LLC",forager ai
TX,LeadPost LLC,leadpost
TX,adsquare gmbH,adsquare
TX,Message Digital LLC,message digital
TX,"Narvar, Inc.",narvar
TX,"Aidentified, Inc.",aidentified
TX,"Clearview AI, Inc.",clearview ai
TX,LoopMe Ltd,loopme
TX,"Belardi Wong, ALC, LLC",belardi wong alc
TX,"Dun & Bradstreet, Inc.",dun bradstreet
TX,Anchor Computer Inc.,anchor computer
TX,"Zenleads, Inc.",zenleads
TX,FourLeaf LLC,fourleaf
TX,Affinity Solutions Inc.,affinity solutions
TX,"Rich Media FL, LLC",rich media fl
TX,Redi-Data Inc.,redi data
TX,True Blue Analytics LLC,true blue analytics
TX,Preqin Ltd,preqin
TX,"saleSEER, Inc.",saleseer
TX,Blis Global Ltd,blis global
TX,"Foursquare Labs, Inc.",foursquare labs
TX,"El Toro.com, LLC",el toro com
TX,Uplead LLC,uplead
TX,"ActivImpact, LLC",activimpact
TX,RocketReach LLC,rocketreach
TX,"Datasys Group, Inc.",datasys group
TX,"Kloudend, Inc.",kloudend
TX,"Cognism, Inc.",cognism
TX,Versar Data Solutions Inc,versar data solutions
TX,"Warmly, Inc.",warmly
TX,Choreograph LLC,choreograph
TX,Infinite Media Concepts Inc,infinite media concepts
TX,Complete Mailing Lists LLC,complete mailing lists
TX,Complete Medical Lists Inc,complete medical lists
TX,Data Axle Inc.,data axle
TX,ZoomInfo Technologies LLC,zoominfo technologies
TX,"Datanyze, LLC",datanyze
TX,Clickagy LLC,clickagy
TX,"Peoplefinders, LLC",peoplefinders
TX,"Enformion, LLC",enformion
TX,Property Reach LP,property reach
TX,"Experian Health, Inc.",experian health
TX,"Whitepages, Inc",whitepages
TX,"BeenVerified, LLC",beenverified
TX,"Valassis Communications, Inc., an RRD Company",valassis communications an rrd company
TX,"Nexxa Group, Inc.",nexxa group
TX,PropertyRadar Inc.,propertyradar
TX,AnalyticsIQ Inc,analyticsiq
TX,"Datamentors, LLC",datamentors
TX,"Seamless Contacts, Inc.",seamless contacts
TX,"Epsilon Data Management, LLC",epsilon data management
TX,"Cuebiq Group, LLC",cuebiq group
TX,"Lusha Systems, Inc.",lusha systems
TX,"Aristotle International, Inc.",aristotle international
TX,DataDojo CDP Inc.,datadojo cdp
TX,"EAB Global, Inc",eab global
TX,"Path2Response, LLC",path2response
TX,"Samba TV, Inc.",samba tv
TX,Merkle Inc,merkle
TX,ATTOM Data Solutions LLC,attom data solutions
TX,"The Alesco Group, L.L.C.",the alesco group l l c
TX,"Blackbaud, Inc.",blackbaud
TX,"Compact Information Systems, LLC dba HomeData",compact information systems dba homedata
TX,"Compact Information Systems, LLC d/b/a Deep Sync",compact information systems d b a deep sync
TX,"ASL Marketing, a Deep Sync Property",asl marketing a deep sync property
TX,"Alliant Cooperative Data Solutions, LLC",alliant cooperative data solutions
TX,"AccuData Integrated Marketing, Inc.",accudata integrated marketing
TX,eMerges.com Inc.,emerges com
TX,"Wiland, Inc.",wiland
TX,FIRST ORION CORP.,first orion
TX,"RealSource, Inc",realsource
TX,Focus USA. Inc,focus usa
TX,CTAM LeadShare Corp,ctam leadshare
TX,"Disqus, Inc.",disqus
TX,"CareerBuilder, LLC",careerbuilder
TX,"TechTarget, Inc.",techtarget
TX,Azerion US Inc.,azerion us
TX,US Data Corporation,us data
TX,"PlaceIQ, Inc.",placeiq
TX,"MaxMind, Inc.",maxmind
TX,"Stirista, LLC",stirista
TX,"Austin Consolidated Holdings, Inc.",austin consolidated holdings
TX,IXI Corporation,ixi
TX,"Dataline, Inc.",dataline
TX,Catalist LLC,catalist
TX,"Spokeo, Inc.",spokeo
TX,Digital Viking Media,digital viking media
TX,MediaZod LLC dba LeadZod,mediazod dba leadzod
TX,"Address Clearing House, LLC",address clearing house
TX,Acxiom LLC,acxiom
TX,"Fideo Intelligence, Inc.",fideo intelligence
TX,"FOREWARN, LLC",forewarn
TX,"NextRoll, Inc.",nextroll
TX,"INTERACTIVE DATA, LLC",interactive data
TX,WINR Data B.V.,winr data b v
TX,"LeadIQ, Inc.",leadiq
TX,"RevOptimal, LLC",revoptimal
TX,"Labels & Lists, Inc",labels lists
TX,"Task Genie, Inc.",task genie
TX,"PaeDae, Inc. dba Infillion",paedae dba infillion
TX,"All Web Leads, Inc.",all web leads
TX,"Bridg, a division of Cardlytics, Inc.",bridg a division of cardlytics
TX,"Webbula, LLC",webbula
TX,"6Sense Insights, Inc.",6sense insights
TX,Black Pearl Group Limited,black pearl group
TX,"PubMatic, Inc.",pubmatic
TX,"Digital Segment, LLC",digital segment
TX,"Semasio, Inc.",semasio
TX,EproDirect LLC,eprodirect
TX,"Specialists Marketing Services, Inc.",specialists marketing services
TX,"First Direct, Inc",first direct
