state,raw_name,norm_name
VT,Data Partners Inc.,data partners
VT,"Unacast, Inc.",unacast
VT,eMerges.com,emerges com
VT,"Venntel, Inc.",venntel
VT,"Lead Intelligence, Inc. d/b/a Verisk Marketing Solutions",lead intelligence d b a verisk marketing solutions
VT,Foo Monk LLC,foo monk
VT,Deloitte Financial Advisory Services LLP,deloitte financial advisory services
VT,"First Direct, Inc. and its subsidiaries/affiliates",first direct and its subsidiaries affiliates
VT,"TechTarget, Inc.",techtarget
VT,"Simio Cloud, LLC",simio cloud
VT,"Cision US, Inc",cision us
VT,People Data Labs,people data labs
VT,CrawlBee Co,crawlbee
VT,Deloitte Consulting LLP,deloitte consulting
VT,Visual Visitor LLC,visual visitor
VT,Riv Data Corp dba Carpe Data,riv data dba carpe data
VT,"Samba TV, Inc.",samba tv
VT,"Kloudend, Inc.",kloudend
VT,"EAB Global, Inc.",eab global
VT,"Pipl, Inc.",pipl
VT,"Unearth Campaigns, LLC",unearth campaigns
VT,"Forager.ai, LLC",forager ai
VT,Share Local Media,share local media
VT,"Andrews Wharton, Inc",andrews wharton
VT,"Belardi Ostroy, ALC, LLC",belardi ostroy alc
VT,"Belardi Ostroy, ALC, LLC",belardi ostroy alc
VT,"BH MARKETING GROUP, LLC",bh marketing group
VT,Equifax Apprise Solutions LLC,equifax apprise solutions
VT,Nielsen Marketing Cloud,nielsen marketing cloud
VT,Sterling Data Company LLC,sterling data company
VT,01Advertising Inc.,01advertising
VT,"Leidos Digital Solutions, Inc.",leidos digital solutions
VT,US Data Corporation,us data
VT,Private Records LLC,private records
VT,"Foursquare Labs, Inc.",foursquare labs
VT,Truth Now LLC,truth now
VT,Infomatics LLC,infomatics
VT,Melissa Data Corporation,melissa data
VT,We Inform LLC,we inform
VT,The People Searchers LLC,the people searchers
VT,Data Decisions Group,data decisions group
VT,Redi-Data Inc.,redi data
VT,Salutary Data LLC.,salutary data
VT,"Austin Consolidated Holdings, Inc.",austin consolidated holdings
VT,"Knowledge Works Inc., d/b/a PayNet",knowledge works d b a paynet
VT,Compliance Data Center LLC,compliance data center
VT,IXI CORPORATION,ixi
VT,Equifax Data Services LLC,equifax data services
VT,Equifax Workforce Solutions LLC,equifax workforce solutions
VT,Innovative Enterprises LLC,innovative enterprises
VT,"DataX, Ltd.",datax
VT,Equifax Information Services LLC,equifax information services
VT,"Teletrack, LLC",teletrack
VT,"Tapad, Inc",tapad
VT,"Bridg, a division of Cardlytics, Inc.",bridg a division of cardlytics
VT,"Frontline eSolutions, LLC",frontline esolutions
VT,"Experian Fraud Prevention Solutions, Inc.",experian fraud prevention solutions
VT,Snovio Inc,snovio
VT,"Interactive Data, LLC",interactive data
VT,"FOREWARN, LLC",forewarn
VT,Demandbase,demandbase
VT,Choreograph LLC,choreograph
VT,Speedeon Data LLC,speedeon data
VT,"J2 Global Canada, Inc.",j2 global canada
VT,J2 Martech Corp.,j2 martech
VT,"Clarity Services, Inc",clarity services
VT,"eXelate, Inc.",exelate
VT,"Automation Research, Inc.",automation research
VT,"Factual Data, Inc.",factual data
VT,"Innovis Data Solutions, Inc.",innovis data solutions
VT,"Apollo Interactive, LLC",apollo interactive
VT,Nuwber Inc,nuwber
VT,TargetSmart Communications LLC,targetsmart communications
VT,PwC Product Sales LLC,pwc product sales
VT,"Epsilon Data Management, LLC",epsilon data management
VT,"Connected Investors, LLC",connected investors
VT,"EXPERIAN BACKGROUND DATA, INC.",experian background data
VT,"Experian Health, Inc.",experian health
VT,Catalist LLC,catalist
VT,"Data Facts, Inc.",data facts
VT,DealerDirect LLC,dealerdirect
VT,Veraset LLC,veraset
VT,First American Data Tree LLC,first american data tree
VT,"El Toro.com, LLC",el toro com
VT,"StatSocial, Inc.",statsocial
VT,Spy Dialer Labs Inc,spy dialer labs
VT,"Outward Media, Inc.",outward media
VT,Captify Technologies,captify technologies
VT,FourLeaf LLC,fourleaf
VT,Trans Union LLC,trans union
VT,"Neustar, Inc",neustar
VT,"Employment Tax Servicing, LLC",employment tax servicing
VT,"Experian Employer Services, Inc.",experian employer services
VT,"Direct Marketing Solutions, Inc.",direct marketing solutions
VT,"Demyst Data, Ltd",demyst data
VT,"Experian Marketing Solutions, LLC",experian marketing solutions
VT,West Publishing Corporation,west publishing
VT,"AmRent, Inc.",amrent
VT,Nexxen Inc,nexxen
VT,"Specialists Marketing Services, Inc.",specialists marketing services
VT,"The Open Data People, Inc.",the open data people
VT,Statara Solutuions LLC,statara solutuions
VT,Advertise4Sales Inc,advertise4sales
VT,"700 Credit, LLC",700 credit
VT,"Orgio, Inc.",orgio
VT,"ISO Claims Services, Inc.",iso claims services
VT,"Insurance Services Office, Inc. (“ISO”)",insurance services office iso
VT,Quality Planning Corporation,quality planning
VT,"Intalytics, Inc.",intalytics
VT,"eSite Analytics, Inc.",esite analytics
VT,ZoomInfo Technologies LLC,zoominfo technologies
VT,Datanyze,datanyze
VT,Clickagy LLC,clickagy
VT,"HireRight, LLC",hireright
VT,"General Information Solutions LLC (""GIS"")",general information solutions gis
VT,"Backgroundchecks.com LLC (""BGC"")",backgroundchecks com bgc
VT,eFunds,efunds
VT,"Chex Systems, Inc.",chex systems
VT,NATIONAL STUDENT CLEARINGHOUSE,national student clearinghouse
VT,"CoreLogic Solutions, LLC",corelogic solutions
VT,"CoreLogic Credco, LLC",corelogic credco
VT,CoreLogic Credco of Puerto Rico,corelogic credco of puerto rico
VT,"CoreLogic Portfolio Solutions, LLC",corelogic portfolio solutions
VT,"Ekata, Inc.",ekata
VT,"I360, LLC",i360
VT,"TSG Holdco, LLC",tsg holdco
VT,"PossibleNow, Inc.",possiblenow
VT,"Adept ID, Inc.",adept id
VT,"Quad/Graphics, Inc",quad graphics
VT,"JMR Media Consulting, Inc.",jmr media consulting
VT,"Equation Consulting, LLC",equation consulting
VT,"Experian Information Solutions, Inc.",experian information solutions
VT,Data Axle Inc.,data axle
VT,"Rich Media, LLC",rich media
VT,"Lusha Systems, Inc.",lusha systems
VT,"Cadent, LLC",cadent
VT,Stuart McNair,stuart mcnair
VT,"ClearCompany, LLC",clearcompany
VT,"VenPath, Inc",venpath
VT,Meltwater News US Inc.,meltwater news us
VT,Virtual Marketing LLC dba Fusion92,virtual marketing dba fusion92
VT,"Semcasting, Inc.",semcasting
VT,"Scanbuy, Inc",scanbuy
VT,Growbots Inc,growbots
VT,"TrueData Solutions, Inc.",truedata solutions
VT,"Anne Lewis Strategies, LLC, d/b/a MissionWired",anne lewis strategies d b a missionwired
VT,"Dun & Bradstreet,  Inc.",dun bradstreet
VT,"VideoAmp, Inc.",videoamp
VT,"Inmar-OIQ, LLC",inmar oiq
VT,LexisNexis Risk Solutions Inc.,lexisnexis risk solutions
VT,Crisil Irvena US LLC,crisil irvena us
VT,Deluxe Corporation,deluxe
VT,"IQVIA Digital, Inc.",iqvia digital
VT,"Property Reach, LP",property reach
VT,Partners Credit and Verification Solutions,partners credit and verification solutions
VT,"Enformion, LLC",enformion
VT,"M&R Strategic Services, Inc.",m r strategic services
VT,"PeopleFinders, LLC",peoplefinders
VT,Buyerlink Inc.,buyerlink
VT,Experian Data Corp,experian data
VT,Kontext,kontext
VT,"GrayHair Software, LLC",grayhair software
VT,"Mogean, Inc.",mogean
VT,"AutoWeb, Inc.",autoweb
VT,"NetWise Data, LLC",netwise data
VT,"Tunnl, LLC",tunnl
VT,"Deep Root Analytics, LLC",deep root analytics
VT,SageStream LLC,sagestream
VT,Accuity Asset Verification Services Inc.,accuity asset verification services
VT,LexisNexis Risk Solutions FL Inc.,lexisnexis risk solutions fl
VT,"Social Catfish, LLC",social catfish
VT,"HealthCare, Inc., a Delaware corporation",healthcare a delaware
VT,"Plunge, LLC",plunge
VT,Bridge,bridge
VT,Reveal Mobile,reveal mobile
VT,Jigyasa Analytics LLC,jigyasa analytics
VT,"Qwoted, Inc.",qwoted
VT,Lender Feed LC,lender feed lc
VT,Reklaim Ltd.,reklaim
VT,Mississippi Tornado Alley LLC,mississippi tornado alley
VT,Path2Response LLC,path2response
VT,Monevo Inc,monevo
VT,"SafeRent Solutions, LLC",saferent solutions
VT,"Family Tree Now, LLC",family tree now
VT,"Free Data Services, LLC",free data services
VT,"Edvisors Network, Inc.",edvisors network
VT,"CDK Global, LLC",cdk global
VT,AnalyticsIQ,analyticsiq
VT,"NextRoll, Inc.",nextroll
VT,Date Detective Inc,date detective
VT,Preqin Ltd,preqin
VT,"CareerBuilder, LLC",careerbuilder
VT,"Ownco, LLC",ownco
VT,RocketReach LLC,rocketreach
VT,"BDEX, LLC",bdex
VT,Media Resource Group LLC,media resource group
VT,Contemporary Information Corp,contemporary information
VT,WealthFeed,wealthfeed
VT,Dataline,dataline
VT,"SheerID, Inc.",sheerid
VT,"LightBox Parent, L.P.",lightbox parent l p
VT,"Command Precision, Inc.",command precision
VT,Acronymix LLC,acronymix
VT,PublicNSA LLC dba BIGDBM,publicnsa dba bigdbm
VT,"Altair Data Resources, Inc.",altair data resources
VT,Disco Technology Inc,disco technology
VT,Zeta Global Corp.,zeta global
VT,"Disqus, Inc.",disqus
VT,LiveIntent,liveintent
VT,ListKit LLC,listkit
VT,"Growing Libraries, LLC",growing libraries
VT,"Demand Science US, LLC",demand science us
VT,Modigie Inc,modigie
VT,"Lob.com, Inc.",lob com
VT,StackAdapt Inc.,stackadapt
VT,"Irys, Inc",irys
VT,"TripleLift, Inc.",triplelift
VT,Moody's Corporation,moody s
VT,Keyword Connects LLC,keyword connects
VT,"Remodeling.com, LLC",remodeling com
VT,"Best Pick Reports, LLC",best pick reports
VT,"Home Contractors Review, LLC dba Five Star Rated and Home Services Review",home contractors review dba five star rated and home services review
VT,33 Mile Radius LLC,33 mile radius
VT,"Windfall Data, Inc.",windfall data
VT,"Blue Hill Marketing Solutions, Inc",blue hill marketing solutions
VT,"Revi Group, Inc.",revi group
VT,"Datasys Group, Inc.",datasys group
VT,"Project Affinity, Inc.",project affinity
VT,"Intentsify, LLC",intentsify
VT,"Steppingblocks, Inc.",steppingblocks
VT,"upcell, LLC.",upcell
VT,"Altrata, Inc",altrata
VT,"Wiland, Inc.",wiland
VT,Graze Social PBC,graze social pbc
VT,"Zenleads, Inc. dba Apollo.io",zenleads dba apollo io
VT,R. L. Polk & Co.,r l polk
VT,Juicebox App,juicebox app
VT,"Service Platform, Inc.",service platform
VT,Complementics,complementics
VT,Helix Campaigns LLC,helix campaigns
VT,"Converge Marketing, LLC",converge marketing
VT,"Swarm Holdings, Inc.",swarm holdings
VT,"Brooks Integrated Marketing, LLC",brooks integrated marketing
VT,Bachmanity Inc. dba Aviato,bachmanity dba aviato
VT,Astoria Company Marketing LLC,astoria company marketing
VT,Knower Tech USA LLC,knower tech usa
VT,"6sense Insights, Inc.",6sense insights
VT,"Complete Mailing Lists, LLC",complete mailing lists
VT,"RevOptimal, LLC",revoptimal
VT,"HealthLink Dimensions, LLC",healthlink dimensions
VT,Carry Technologies Inc dba Hightouch,carry technologies dba hightouch
VT,"Yobi Ventures, Inc.",yobi ventures
VT,Catalina Marketing Corporation,catalina marketing
VT,"Throtle, Inc.",throtle
VT,Audience Mix LLC,audience mix
VT,Cybba Inc.,cybba
VT,Infinite Media/ Mailinglists.com,infinite media mailinglists com
VT,"RelPro, Inc.",relpro
VT,"33Across, Inc.",33across
VT,Cognism Inc.,cognism
VT,VentiveIQ LLC,ventiveiq
VT,"Live Data Technologies, Inc.",live data technologies
VT,Xcelerated Data LLC,xcelerated data
VT,"RampedUp, LLC.",rampedup
VT,"RealSource, Inc",realsource
VT,Wiza Inc.,wiza
VT,"CARCO Group, Inc.",carco group
VT,Plug Industries,plug industries
VT,"upcell, LLC.",upcell
VT,Veraset LLC,veraset
VT,"InfoPay, Inc",infopay
VT,"ROR Partners, LLC",ror partners
VT,"Property Reach, LP",property reach
VT,"Alliant Cooperative Data Solutions, LLC",alliant cooperative data solutions
VT,Data Decisions Group,data decisions group
VT,Zipstorm LLC,zipstorm
VT,Precisely Software Incorporated,precisely software
VT,DecisionLinks LLC,decisionlinks
VT,Innovation Brands Corp,innovation brands
VT,"PlaceIQ, Inc.",placeiq
VT,"Lusha Systems, Inc.",lusha systems
VT,"Aidentified, Inc.",aidentified
VT,HomeData,homedata
VT,"Compact Information Systems, LLC d/b/a Deep Sync",compact information systems d b a deep sync
VT,AccuData Integrated Marketing,accudata integrated marketing
VT,ASL Marketing,asl marketing
VT,"BH MARKETING GROUP, LLC",bh marketing group
VT,"Allant Group, LLC",allant group
VT,UPS Capital Corporation,ups capital
VT,Message Digital LLC,message digital
VT,Explorium Inc.,explorium
VT,LeadPost LLC,leadpost
VT,AnalyticsIQ,analyticsiq
VT,S&P GLOBAL MARKET INTELLIGENCE,s p global market intelligence
VT,Sterling Data Company LLC,sterling data company
VT,"Steppingblocks, Inc.",steppingblocks
VT,"Swarmalytics, Inc.",swarmalytics
VT,"Spokeo, Inc",spokeo
VT,01Advertising Inc.,01advertising
VT,Anteriad,anteriad
VT,Len Schenker,len schenker
VT,MediaWallah Inc,mediawallah
VT,MCH Inc.,mch
VT,RocketReach LLC,rocketreach
VT,NFocus Consulting Inc,nfocus consulting
VT,CTAM LeadShare Corp,ctam leadshare
VT,RP On-Site LLC,rp on site
VT,"Windfall Data, Inc.",windfall data
VT,TargetSmart Communications LLC,targetsmart communications
VT,Statara Solutuions LLC,statara solutuions
VT,"TechTarget, Inc.",techtarget
VT,Bridge,bridge
VT,"Collective Data Solutions, LLC",collective data solutions
VT,"United One Resources, Inc.",united one resources
VT,"Baron App, Inc.",baron app
VT,Definitive Healthcare LLC,definitive healthcare
VT,Salutary Data LLC.,salutary data
VT,Datonics LLC,datonics
VT,"Altair Data Resources, Inc.",altair data resources
VT,Optable Technologies US Inc.,optable technologies us
VT,Stirista LLC,stirista
VT,"Lead Intelligence, Inc. d/b/a Verisk Marketing Solutions",lead intelligence d b a verisk marketing solutions
VT,"Civis Analytics, Inc",civis analytics
VT,SalesIntel Research Inc,salesintel research
VT,ACXIOM LLC,acxiom
VT,Data Axle Inc.,data axle
VT,"HireTeamMate, Inc. dba hireEZ",hireteammate dba hireez
VT,Share Local Media,share local media
VT,"Foursquare Labs, Inc.",foursquare labs
VT,"Bridg, a division of Cardlytics, Inc.",bridg a division of cardlytics
VT,WINR Data B.V.,winr data b v
VT,DealerDirect LLC,dealerdirect
VT,"Valassis Communications, Inc.",valassis communications
VT,Fraiser LLC,fraiser
VT,"Specialists Marketing Services, Inc.",specialists marketing services
VT,Veeva Systems Inc.,veeva systems
VT,"Unearth Campaigns, LLC",unearth campaigns
VT,Foo Monk LLC,foo monk
VT,Buyerlink Inc.,buyerlink
VT,"AutoWeb, Inc.",autoweb
VT,"Forager.ai, LLC",forager ai
VT,"Guidestar Direct, Corp.",guidestar direct
VT,People Data Labs,people data labs
VT,Outkeep LLC,outkeep
VT,Speedeon Data LLC,speedeon data
VT,"Swarm Holdings, Inc.",swarm holdings
VT,Clay Labs LLC,clay labs
VT,Acronymix LLC,acronymix
VT,"Brooks Integrated Marketing, LLC",brooks integrated marketing
VT,Bachmanity Inc. dba Aviato,bachmanity dba aviato
VT,DATADELIVERS LLC,datadelivers
VT,"Simio Cloud, LLC",simio cloud
VT,"LightBox Parent, L.P.",lightbox parent l p
VT,"PossibleNow, Inc.",possiblenow
VT,"Austin Consolidated Holdings, Inc.",austin consolidated holdings
VT,IXI CORPORATION,ixi
VT,"Knowledge Works Inc., d/b/a PayNet",knowledge works d b a paynet
VT,Equifax Information Services LLC,equifax information services
VT,"DataX, Ltd.",datax
VT,Equifax Data Services LLC,equifax data services
VT,Equifax Workforce Solutions LLC,equifax workforce solutions
VT,"Teletrack, LLC",teletrack
VT,Equifax Apprise Solutions LLC,equifax apprise solutions
VT,Demandbase,demandbase
VT,"Unacast, Inc.",unacast
VT,"Venntel, Inc.",venntel
VT,"Blackbaud, Inc.",blackbaud
VT,LexisNexis,lexisnexis
VT,"Seamless Contacts, Inc. d/b/a Seamless.AI",seamless contacts d b a seamless ai
VT,"Ownco, LLC",ownco
VT,GETEMAILS LLC,getemails
VT,The Data Group,the data group
VT,Gigabite Inc,gigabite
VT,Tagis Inc. dba Amplemarket,tagis dba amplemarket
VT,"Apollo Interactive, LLC",apollo interactive
VT,"6sense Insights, Inc.",6sense insights
VT,Audience Mix LLC,audience mix
VT,"Fideo Intelligence, Inc.",fideo intelligence
VT,"CIC Mortgage Credit, Inc",cic mortgage credit
VT,J.D. Power,j d power
VT,FourLeaf LLC,fourleaf
VT,Uplead,uplead
VT,"M1 Data & Analytics, LLC",m1 data analytics
VT,Moody's Corporation,moody s
VT,"Quad/Graphics, Inc",quad graphics
VT,"Early Warning Services, LLC",early warning services
VT,"Pipl, Inc.",pipl
VT,Minerva BI Inc,minerva bi
VT,"Giant Partners, Inc.",giant partners
VT,"Task Genie, Inc. DBA Datalane",task genie dba datalane
VT,"Digital Media Solutions, LLC",digital media solutions
VT,"Command Precision, Inc.",command precision
VT,Merkle Inc.,merkle
VT,Deluxe Corporation,deluxe
VT,WEBBULA LLC,webbula
VT,"PropertyRadar, Inc.",propertyradar
VT,"MaxMind, Inc.",maxmind
VT,"BeenVerified, LLC, The Lifetime Value Co. LLC and subsidiaries and affiliates",beenverified the lifetime value and subsidiaries and affiliates
VT,"TripleLift, Inc.",triplelift
VT,FIRST ORION CORP,first orion
VT,"G2 Bankruptcy Risk Solutions, Inc.",g2 bankruptcy risk solutions
VT,Azira,azira
VT,Datamentors LLC dba Porch Group Media,datamentors dba porch group media
VT,"LiveRamp Holdings, Inc.",liveramp holdings
VT,Global Source Data Solutions Inc,global source data solutions
VT,Reklaim Ltd.,reklaim
VT,"M&R Strategic Services, Inc.",m r strategic services
VT,"Lob.com, Inc.",lob com
VT,"Warmly, Inc.",warmly
VT,"Irys, Inc",irys
VT,"RevOptimal, LLC",revoptimal
VT,Redmob LLC,redmob
VT,"Semcasting, Inc.",semcasting
VT,"El Toro.com, LLC",el toro com
VT,Choreograph LLC,choreograph
VT,"DealerX Partners, llc",dealerx partners
VT,"TRUTHFINDER, LLC",truthfinder
VT,"Data Facts, Inc.",data facts
VT,"INSTANT CHECKMATE, LLC",instant checkmate
VT,"Intelius, LLC",intelius
VT,NATIONAL STUDENT CLEARINGHOUSE,national student clearinghouse
VT,"Data Driven Safety, LLC",data driven safety
VT,Exa Labs Inc.,exa labs
VT,"National Opinion Institute, LLC",national opinion institute
VT,"Consumer Canvas, LLC",consumer canvas
VT,Swordfish AI INc,swordfish ai
VT,"National Opinion Institute, LLC",national opinion institute
VT,"Belardi Ostroy, ALC, LLC",belardi ostroy alc
VT,"Belardi Ostroy, ALC, LLC",belardi ostroy alc
VT,"Epsilon Data Management, LLC",epsilon data management
VT,"AtData, LLC",atdata
VT,Cybba Inc.,cybba
VT,Graze Social PBC,graze social pbc
VT,Heartbeat AI Inc,heartbeat ai
VT,"GrayHair Software, LLC",grayhair software
VT,US Data Corporation,us data
VT,ZoomInfo Technologies LLC,zoominfo technologies
VT,Datanyze,datanyze
VT,Clickagy LLC,clickagy
VT,Deloitte Consulting LLP,deloitte consulting
VT,"Whitepages, Inc",whitepages
VT,Dataline,dataline
VT,J2 Martech Corp.,j2 martech
VT,"Trestle Solutions, Inc.",trestle solutions
VT,"J2 Global Canada, Inc.",j2 global canada
VT,Visual Visitor LLC,visual visitor
VT,"Dun & Bradstreet,  Inc.",dun bradstreet
VT,"NetWise Data, LLC",netwise data
VT,"Connatix Native Exchange, Inc.",connatix native exchange
VT,"Rushmore Labs, LLC",rushmore labs
VT,IDMAP INC,idmap
VT,Convex Labs LLC,convex labs
VT,Neptune Ops LLC,neptune ops
VT,"Response America Data, Inc.",response america data
VT,"Wiland, Inc.",wiland
VT,"Innovis Data Solutions, Inc.",innovis data solutions
VT,"AmRent, Inc.",amrent
VT,"Automation Research, Inc.",automation research
VT,"Factual Data, Inc.",factual data
VT,We Inform LLC,we inform
VT,The People Searchers LLC,the people searchers
VT,"BLACK KNIGHT DATA & ANALYTICS, LLC",black knight data analytics
VT,"Versium Analytics, Inc.",versium analytics
VT,Truth Now LLC,truth now
VT,4LegalLeads,4legalleads
VT,Crimson Hexagon,crimson hexagon
VT,"Cision US, Inc",cision us
VT,Labels and Lists,labels and lists
VT,AWL Inc,awl
VT,"ACH, Address Clearing House",ach address clearing house
VT,Similarweb Ltd.,similarweb
VT,"Vistar Media, Inc.",vistar media
VT,"AcreMaps, LLC",acremaps
VT,"Inmar Brand Solutions, Inc.",inmar brand solutions
VT,33 MILE RADIUS LLC,33 mile radius
VT,"Pen-Link, Ltd.",pen link
VT,"Key Marketing Advantage, LLC",key marketing advantage
VT,"Babel Street, Inc.",babel street
VT,Virtual Marketing LLC dba Fusion92,virtual marketing dba fusion92
VT,"Intentsify, LLC",intentsify
VT,"5x5 US, LLC",5x5 us
VT,"Inmar-OIQ, LLC",inmar oiq
VT,"Electronic Voice Services, Inc.",electronic voice services
VT,ListKit LLC,listkit
VT,"EXPERIAN BACKGROUND DATA, INC.",experian background data
VT,"Employment Tax Servicing, LLC",employment tax servicing
VT,Experian Data Corp,experian data
VT,"Experian Employer Services, Inc.",experian employer services
VT,"Experian Fraud Prevention Solutions, Inc.",experian fraud prevention solutions
VT,"Experian Marketing Solutions, LLC",experian marketing solutions
VT,"Frontline eSolutions, LLC",frontline esolutions
VT,"Clarity Services, Inc",clarity services
VT,"Experian Health, Inc.",experian health
VT,BLIS GLOBAL LTD,blis global
VT,Addapptation Inc. dba Propensity,addapptation dba propensity
VT,Preqin Ltd,preqin
VT,Innovation Brands Corp,innovation brands
VT,"Circana, LLC",circana
VT,"Exact Opco, LLC",exact opco
VT,BrightCheck Inc,brightcheck
VT,"Experian Information Solutions, Inc.",experian information solutions
VT,Snovio Inc,snovio
VT,"HireRight, LLC",hireright
VT,"General Information Solutions LLC (""GIS"")",general information solutions gis
VT,"Backgroundchecks.com LLC (""BGC"")",backgroundchecks com bgc
VT,Airlines Reporting Corporation,airlines reporting
VT,"Best Pick Reports, LLC",best pick reports
VT,Agile Education Marketing,agile education marketing
VT,"DR/Decision Resources, LLC",dr decision resources
VT,Clarivate Analytics (US) LLC,clarivate analytics us
VT,"Home Contractors Review, LLC  (d/b/a Five Star Rated)",home contractors review d b a five star rated
VT,Keyword Connects LLC,keyword connects
VT,"Remodeling.com, LLC",remodeling com
VT,SemantIQ Inc,semantiq
VT,"Commerce Signals, Inc.",commerce signals
VT,Nachal Inc.,nachal
VT,"Plunge, LLC",plunge
VT,"Rich Media, LLC",rich media
VT,"Kloudend, Inc.",kloudend
VT,"Chex Systems, Inc.",chex systems
VT,eFunds,efunds
VT,"VideoAmp, Inc.",videoamp
VT,"IQVIA Digital, Inc.",iqvia digital
VT,"CoreLogic Portfolio Solutions, LLC",corelogic portfolio solutions
VT,"CoreLogic Solutions, LLC",corelogic solutions
VT,Institutional Shareholder Services Inc.,institutional shareholder services
VT,"Insurance Services Office, Inc. (“ISO”)",insurance services office iso
VT,Quality Planning Corporation,quality planning
VT,"ISO Claims Services, Inc.",iso claims services
VT,Complementics,complementics
VT,"Anne Lewis Strategies, LLC, d/b/a MissionWired",anne lewis strategies d b a missionwired
VT,Nielsen Marketing Cloud,nielsen marketing cloud
VT,"eXelate, Inc.",exelate
VT,"JMR Media Consulting, Inc.",jmr media consulting
VT,"ROR Partners, LLC",ror partners
VT,"ActivImpact, LLC",activimpact
VT,Accuity Asset Verification Services Inc.,accuity asset verification services
VT,SageStream LLC,sagestream
VT,Trans Union LLC,trans union
VT,Monevo Inc,monevo
VT,"Neustar, Inc",neustar
VT,"TSG Holdco, LLC",tsg holdco
VT,CoreLogic Credco of Puerto Rico,corelogic credco of puerto rico
VT,"CoreLogic Credco, LLC",corelogic credco
VT,LexisNexis Risk Solutions Inc.,lexisnexis risk solutions
VT,LexisNexis Risk Solutions FL Inc.,lexisnexis risk solutions fl
VT,West Publishing Corporation,west publishing
VT,"CDK Global, LLC",cdk global
VT,"SheerID, Inc.",sheerid
VT,R. L. Polk & Co.,r l polk
VT,S&P GLOBAL MARKET INTELLIGENCE,s p global market intelligence
VT,"Everview HoldCo, Inc",everview holdco
VT,Nexxen Inc,nexxen
VT,"Cuebiq Group, LLC",cuebiq group
VT,"BDEX, LLC",bdex
VT,"Taboola, Inc.",taboola
VT,Claritas LLC.,claritas
VT,"Edvisors Network, Inc.",edvisors network
VT,Plug Chargers LLC,plug chargers
VT,"EAB Global, Inc.",eab global
VT,"MV Digital Group, LLC",mv digital group
VT,Accurate Append Inc,accurate append
VT,"Cleara, LLC",cleara
VT,"First Direct, Inc. and its subsidiaries/affiliates",first direct and its subsidiaries affiliates
VT,Black Pearl Group Limited,black pearl group
VT,"Becausal, Inc",becausal
VT,Kontext,kontext
VT,"Crunchbase, Inc.",crunchbase
VT,Focus USA,focus usa
VT,"Orgio, Inc.",orgio
VT,PublicNSA LLC dba BIGDBM,publicnsa dba bigdbm
VT,"Mobilewalla, Inc.",mobilewalla
VT,INTENT IQ LLC,intent iq
VT,Factori Technologies LLC,factori technologies
VT,"Worldwide Information, LLC",worldwide information
VT,Juicebox App,juicebox app
VT,"Blue Hill Marketing Solutions, Inc",blue hill marketing solutions
VT,PrivCo Media LLC,privco media
VT,The Alesco Group LLC,the alesco group
VT,"365Datasolutions, LLC",365datasolutions
VT,"Buxton Company, LLC",buxton company
VT,"FourthWall Media, Inc.",fourthwall media
VT,"Cadent, LLC",cadent
VT,Dan Barnett,dan barnett
VT,"Gather Analytics, LLC",gather analytics
VT,"Elevar, LLC",elevar
VT,"Disqus, Inc.",disqus
VT,"Altrata, Inc",altrata
VT,"Path2Response, LLC",path2response
VT,"Xactus, LLC",xactus
VT,Vintel AI,vintel ai
VT,Helix Campaigns LLC,helix campaigns
VT,iSpot.tv,ispot tv
VT,"DB Sub, LLC",db sub
VT,R. L. Polk & Co,r l polk
VT,Birchwood Credit Services Inc,birchwood credit services
VT,AGR Marketing Solutions LLC,agr marketing solutions
VT,Vendelux,vendelux
OR,Crunchbase Inc,crunchbase
OR,DEALERDIRECT LLC,dealerdirect
OR,Deloitte Consulting LLP,deloitte consulting
OR,HealthWise Data LLC,healthwise data
OR,LEAD INTELLIGENCE INC,lead intelligence
OR,UPS Capital Corporation,ups capital
OR,EXPERIAN MARKETING SOLUTIONS LLC,experian marketing solutions
OR,EXPERIAN INFORMATION SOLUTIONS INC,experian information solutions
OR,EXPERIAN HEALTH INC,experian health
OR,LEXISNEXIS RISK SOLUTIONS FL INC,lexisnexis risk solutions fl
OR,Foursquare Labs Inc,foursquare labs
OR,Compact Information Systems LLC,compact information systems
OR,Compact Information Systems LLC,compact information systems
OR,Compact Information Systems LLC,compact information systems
OR,Compact Information Systems LLC,compact information systems
OR,MINERVA BI INC,minerva bi
OR,ACXIOM LLC,acxiom
OR,TRANS UNION LLC,trans union
OR,NEUSTAR INC,neustar
OR,Merkle Inc,merkle
OR,BLACKBAUD INC,blackbaud
OR,LUSHA SYSTEMS INC.,lusha systems
OR,NUWBER INC,nuwber
OR,BUILDERTREND SOLUTIONS INC,buildertrend solutions
OR,THROTLE INC,throtle
OR,CHOREOGRAPH LLC,choreograph
OR,DUN & BRADSTREET INC,dun bradstreet
OR,EDVISORS NETWORK INC,edvisors network
OR,INTERACTIVE DATA LLC,interactive data
OR,PATH2RESPONSE LLC,path2response
OR,SNOVIO INC,snovio
OR,VALASSIS COMMUNICATIONS INC,valassis communications
OR,PropertyRadar Inc,propertyradar
OR,JD POWER A CORPORATION OF DELAWARE,jd power a of delaware
OR,Connected Investors LLC,connected investors
OR,First Orion Corp,first orion
OR,DIGITAL VIKING MEDIA INC,digital viking media
OR,PEOPLEFINDERS LLC,peoplefinders
OR,PROPERTY REACH L.P.,property reach l p
